,company,total_posts,sym_posts,pct_stress,rating_balance,rating_career,rating_comp,rating_culture,rating_mgmt,rating_overall,stress_z_score,rating_z_score,Q,f(Q),stock_2009,stock_2012,stock_2014,stock_2019,stock_growth_2014,log_stock_growth_2014,stock_growth_2012,log_stock_growth_2012,stock_growth_2009,log_stock_growth_2009,log_stock_2009,log_stock_2012,log_stock_2014,log_stock_2019,GICSSector
235,nasdaq,454,9,0.9801762114537445,3.47283950617284,3.1075,3.55125,3.2568578553615963,3.048,3.3722466960352424,-2.029697319708996,-0.1534609533513942,Q3,0.3217652659953692,17.665469392857148,20.706960359999982,35.95513239682543,92.45407825396823,2.571373600674914,0.944440231097038,4.464879279556815,1.4962421769096097,5.233604394987156,1.6551002175653022,2.871611852371874,3.030469893027566,3.5822718388401387,4.526712069937176,Financials
236,peoplesunitedbbank,454,5,0.9889867841409692,3.0879518072289165,2.938405797101449,2.7627737226277373,3.0277108433734936,2.736842105263158,3.0022026431718065,-0.6085373795139203,-1.2225890983979322,Q3,0.2385296200314836,9.614171908730166,8.247652355999998,10.893177964285714,14.910729238095248,1.3688135167699862,0.3139443184521063,1.8078755741017625,0.5921524399678241,1.5509114440272838,0.4388427865148978,2.2632382503947173,2.109928596941791,2.388136718457509,2.702081036909615,Financials
237,chrobinson,450,0,1.0,3.334190231362468,2.9226804123711334,3.2176165803108807,3.3711340206185567,3.058047493403694,3.293333333333333,1.167912545729905,-0.3814567728545739,Q2,0.2058514442138995,40.53072828174603,50.00425535999997,54.01360858730158,80.72340284523801,1.4945011999108648,0.4017925056260195,1.6143306657419256,0.4789204223101091,1.9916593228746324,0.6889681218830679,3.7020604094337743,3.912108109006733,3.989236025690823,4.3910285313168425,
238,occidentalpetroleum,444,5,0.9887387387387389,3.4857142857142858,3.1899038461538463,3.682038834951456,3.3004807692307687,2.9972826086956523,3.43018018018018,-0.6485475129653613,0.0139199786232603,Q4,0.0994840177525781,43.24390546825398,59.62537032400002,67.92561780158736,48.41076487698415,0.7127026068190259,-0.3386910468143451,0.8119155422251215,-0.2083589562681139,1.1194817940882615,0.1128658943860362,3.766856309419764,4.088081160073914,4.218413250620145,3.8797222038058,Energy
239,phillips66,441,1,0.9977324263038548,3.4757033248081832,3.4652956298200515,4.079691516709511,3.688461538461538,3.296875,3.73015873015873,0.8021491597613281,0.8806154658513078,Q1,0.2253497577041473,,31.57187076243093,63.32609175793649,92.81910240079368,1.4657323675617628,0.3823550271543287,2.939930392444281,1.078385905030948,,,,3.452266558414204,4.148297436290823,4.530652463445152,Energy
240,dexcom,436,8,0.981651376146789,3.1444723618090453,3.2767857142857144,3.5681233933161955,3.3464467005076144,3.007853403141361,3.3577981651376145,-1.7917508159607318,-0.1952055265115236,Q3,0.2870408369511736,5.806547619047619,11.951200000000002,41.68575397619048,153.10492072222223,3.672835588140512,1.300964003554295,12.810840812824004,2.5502917509774097,26.367633707158724,3.272137262063473,1.758986180659907,2.4808316917459705,3.730159439169085,5.03112344272338,Health Care
241,lyondellbasell,432,5,0.988425925925926,2.7930174563591024,3.0125,3.28140703517588,2.805,2.532051282051281,2.923611111111111,-0.6990047368180076,-1.449655087536868,Q3,0.2805448956672341,,31.149763351999987,71.90860013888894,79.38310120238097,1.1039444662954818,0.0988896443211167,2.548433524368465,0.9354788662389902,,,,3.4388066481580557,4.275395870075928,4.374285514397045,Materials
242,hasbro,431,3,0.9930394431554525,3.658629441624365,2.9690721649484537,3.529639175257732,3.6202046035805626,2.991304347826087,3.5498839907192576,0.0451632194273108,0.3597672147194353,Q1,0.056026806459606,18.986728492063506,28.06364036800001,45.11051528968255,95.9749855595238,2.1275524108560715,0.7549722161119315,3.419905055117536,1.2296127890276125,5.054845841380287,1.6203473557423869,2.943740234683653,3.334474801398428,3.809115374314109,4.56408759042604,Consumer Discretionary
243,citrix,430,3,0.9930232558139536,3.9276315789473686,3.4074074074074074,3.844827586206896,3.772486772486773,3.110497237569061,3.7418604651162792,0.0425521744824131,0.9144240194334624,Q1,0.1422984589948244,24.563058563492053,56.54452599999998,48.9750755674603,99.40024546825391,2.029608822784477,0.7078430763492991,1.757911021630174,0.5641261845749016,4.046737307217595,1.3979109532896925,3.2012436298693228,4.035028398584114,3.891311506809717,4.599154583159016,Information Technology
244,johnsonjohnson,430,0,1.0,3.6911357340720223,3.585674157303371,3.863380281690141,3.8571428571428568,3.3148688046647234,3.881395348837209,1.167912545729905,1.3175670242932016,Q1,0.3328879507241108,40.96324500396828,52.66846845199996,84.42363209126982,129.45865932142866,1.533441005967047,0.4275142336443974,2.4579917192658134,0.8993446422471242,3.160361424220358,1.1506863958118052,3.712675201322913,3.964016954887594,4.43584736349032,4.863361597134718,Health Care
